ID,Fiction,Sci-Fict,Baby_Toddler,  Teen, Manga,Art&Hist,SelfImprov,Cooking, Games, Gifts,Journals,  News,NonFict,HairyPottery,Mysteries,Thrillers,Classics,Poetry,Romance,Horror
671,     1,     1,     3,     8,     5,     0,     7,     8,     3,     7,     1,     3,     5,     4,     7,     6,     8,     4,     7,     1
672,     6,     5,     9,     7,     1,     1,     4,     5,     7,     6,     6,     2,     2,     1,     3,     3,     2,     5,     8,     8
673,     3,     6,     7,     1,     1,     0,     1,     5,     5,     5,     2,     7,     9,     3,     5,     5,     8,     6,     1,     0
674,     3,     2,     2,     6,     3,     1,     8,     5,     1,     3,     5,     2,     2,     2,     4,     4,     5,     6,     7,     3
675,     4,     6,     9,     1,     0,     0,     4,     4,    10,     8,     2,     2,     0,     1,     1,     2,     0,     7,     9,    10
676,     1,     3,     1,     7,     1,     0,     8,     5,     1,     3,     1,     4,     2,     3,     6,     5,     8,     4,     6,     1
677,     2,     1,     1,     8,     3,     1,     9,     6,     4,     3,     2,     4,     1,     3,     7,     4,     9,     4,     5,     4
678,     2,     1,     2,    10,     6,     0,     9,     3,     0,     6,     1,     2,     4,     2,     5,     5,     7,     5,     6,     0
679,     4,     4,    10,     0,     3,     2,     0,     4,     7,     6,     3,     4,    10,     5,     2,     2,     7,     6,     0,     0
680,     3,     2,     2,    10,     3,     3,     8,     7,     0,     6,     1,     0,     2,     3,     6,     2,     7,     6,     7,     2
681,     4,     4,     8,     7,     0,     1,     3,     5,     8,     4,     0,     0,     1,     0,     1,     3,     3,     6,     8,     9
682,     3,     5,     7,     0,     2,     0,     3,     5,     9,     4,     1,     6,    10,     6,     3,     5,     9,     6,     0,     0
683,     1,     1,     0,     6,     2,     1,    10,     5,     0,     5,     1,     2,     5,     2,     5,     6,     7,     5,     6,     2
684,     1,     3,     2,     7,     3,     3,     8,     5,     1,     4,     1,     1,     2,     3,     6,     6,     7,     5,     3,     1
685,     6,     7,    10,     6,     0,     2,     5,     3,     9,     7,     5,     1,     0,     0,     4,     5,     3,     5,     7,    10
686,     5,     8,    10,     7,     1,     0,     3,     3,     7,     3,     3,     2,     1,     0,     1,     1,     2,     3,    10,     9
687,     8,     8,     2,     8,     5,     0,     8,     1,     6,     3,     7,     1,     3,     5,     1,     4,     2,     6,     6,     1
688,     3,     1,     5,     8,     2,     1,     9,     6,     2,     8,     2,     1,     8,     1,     5,     7,     6,     6,     5,     1
689,     8,     6,     2,     8,     7,     1,     4,     1,     3,     5,     5,     1,     1,     9,     1,     4,     1,     6,     3,     3
690,     8,     9,     2,     7,     5,     0,     3,     1,     5,     3,     5,     0,     4,     7,     4,     6,     1,     4,     6,     1
691,     1,     3,     2,     8,     4,     0,     8,     5,     1,     4,     1,     3,     4,     1,     4,     7,     6,     4,     5,     1
692,     0,     6,     7,     0,     0,     1,     2,     4,     7,     7,     3,     6,    10,     4,     2,     5,     7,     5,     0,     0
693,     3,     3,     3,     8,     3,     2,     9,     3,     3,     3,     1,     2,     4,     3,     8,     4,     6,     3,     4,     1
694,     9,     7,     1,     7,     7,     1,     3,     1,     6,     5,     7,     2,     2,     9,     1,     1,     0,     6,     5,     1
695,     0,     3,     3,     8,     0,     1,     9,     7,     2,     5,     3,     1,     7,     1,     5,     3,     7,     3,     4,     3
696,     1,     5,     8,     1,     0,     2,     0,     8,     7,     4,     2,     4,    10,     3,     3,     3,     7,     4,     0,     0
697,     6,     6,    10,     7,     0,     0,     6,     4,     8,     5,     2,     1,     1,     0,     2,     1,     4,     5,     8,    10
698,     4,     7,     9,     5,     2,     2,     2,     4,     7,     5,     3,     1,     1,     2,     1,     2,     2,     4,     9,     6
699,     8,     8,     2,     8,     3,     3,     5,     0,     9,     4,     6,     1,     4,     4,     4,     2,     1,     5,     2,     4
700,     3,     7,     9,     6,     1,     1,     5,     2,     7,     7,     4,     0,     0,     0,     5,     2,     3,     4,     9,     9
701,     6,     8,     3,     5,     6,     0,     2,     0,     5,     3,     6,     0,     1,     7,     3,     3,     1,     3,     4,     4
702,     3,     7,     9,     6,     0,     3,     3,     6,     9,     5,     4,     1,     0,     2,     2,     4,     2,     4,     9,    10
703,     3,     5,     8,     5,     2,     0,     6,     5,     9,     5,     2,     1,     1,     1,     1,     3,     1,     7,    10,     8
704,     6,     5,     1,     8,     5,     2,     3,     1,     8,     4,     7,     2,     1,     5,     3,     5,     1,     7,     5,     5
705,     4,     8,     7,     0,     1,     2,     1,     3,     5,     5,     3,     8,     9,     5,     3,     2,     6,     7,     0,     0
706,     1,     4,     2,     8,     2,     0,     7,     8,     0,     6,     2,     1,     4,     2,     5,     6,     9,     6,     8,     1
707,     8,     6,     1,     6,     4,     3,     5,     1,     4,     4,     7,     3,     0,     6,     2,     1,     1,     4,     6,     3
708,     6,     8,    10,     5,     0,     0,     3,     4,     8,     2,     4,     1,     0,     0,     3,     4,     3,     2,    10,     7
709,     9,     5,     1,     8,     7,     0,     2,     0,     5,     3,     6,     3,     3,     6,     3,     6,     1,     5,     5,     3
710,     3,     5,     8,     1,     1,     0,     0,     7,     6,     6,     3,     7,     8,     1,     1,     2,     8,     4,     0,     0
711,     3,     3,     1,    10,     3,     1,     9,     5,     1,     2,     2,     3,     2,     4,     3,     8,     5,     4,     3,     5
712,     5,     3,     2,    10,     3,     1,     5,     5,     2,     4,     0,     3,     6,     3,     8,     4,     7,     6,     4,     3
713,     0,     3,    10,     1,     1,     3,     1,     4,     6,     5,     4,     5,    10,     4,     2,     3,     8,     5,     1,     0
714,     3,     2,     1,     8,     3,     0,     7,     4,     1,     4,     1,     1,     7,     2,     7,     3,     4,     8,     4,     4
715,     7,     8,     1,     9,     8,     4,     3,     2,     5,     2,     7,     1,     1,     6,     0,     4,     2,     4,     6,     5
716,     2,     3,     2,     8,     4,     0,     9,     5,     1,     3,     0,     0,     7,     5,     5,     6,     7,     5,     3,     1
717,     5,     8,    10,     1,     2,     1,     2,     5,     7,     5,     4,     5,     9,     7,     2,     3,     9,     5,     0,     0
718,     2,     6,     8,     2,     1,     0,     2,     3,     4,     6,     3,     6,    10,     6,     1,     3,     4,     5,     1,     0
719,     2,     3,     1,     7,     4,     0,    10,     3,     0,     5,     1,     2,     2,     3,     6,     3,     6,     3,     5,     4
720,     8,     7,     2,     8,     6,     1,     3,     1,     6,     4,     8,     2,     8,     7,     1,     3,     1,     6,     6,     2
721,     4,     3,     1,    10,     0,     1,     9,     5,     4,     6,     1,     2,     3,     2,     8,     3,     6,     6,     7,     2
722,     0,     1,     0,     8,     1,     1,     8,     7,     1,     2,     1,     4,     3,     3,     7,     6,     7,     7,     5,     2
723,     4,     1,     1,     6,     3,     3,     9,     9,     1,     2,     1,     3,     4,     3,     3,     6,     6,     4,     6,     2
724,     2,     5,     8,     6,     2,     1,     4,     2,    10,     3,     2,     1,     0,     0,     3,     0,     0,     5,     7,    10
725,     3,     3,     2,     7,     4,     1,     7,     6,     3,     6,     2,     4,     5,     2,     5,     6,     8,     4,     4,     5
726,     0,     2,     3,     7,     3,     0,     8,     4,     2,     1,     1,     2,     4,     4,     5,     4,     7,     8,     6,     2
727,     4,     8,     9,     6,     0,     0,     7,     7,     7,     7,     6,     1,     0,     0,     1,     1,     2,     6,     5,     7
728,     8,     6,     1,    10,     6,     0,     2,     2,     5,     5,     7,     2,     4,     7,     4,     3,     4,     6,     5,     1
729,     2,     1,     3,     7,     0,     1,     9,     6,     1,     6,     1,     1,     2,     2,     7,     4,     7,     6,     7,     2
730,     6,     2,     9,     0,     2,     0,     0,     5,     4,     3,     0,     4,    10,     4,     1,     0,     6,     6,     1,     0
731,     6,     7,     2,     7,     6,     1,     1,     1,     5,     5,     7,     1,     3,     5,     2,     5,     0,     4,     5,     4
732,     1,     2,     2,     8,     2,     1,     6,     5,     0,     5,     3,     4,     2,     1,     2,     3,     4,     5,     7,     2
733,     4,     4,     7,     0,     0,     2,     0,     4,     6,     6,     4,     7,    10,     4,     3,     2,     6,     5,     0,     0
734,     4,     6,     9,     1,     2,     0,     0,     3,     7,     4,     3,     3,    10,     6,     4,     3,     9,     7,     1,     0
735,     4,     6,     7,     2,     0,     0,     3,     6,     9,     4,     4,     0,     2,     1,     5,     0,     4,     5,    10,     9
736,     7,     6,     1,     4,     6,     1,     1,     1,     5,     7,     6,     2,     4,     9,     4,     4,     0,     2,     7,     6
737,     1,     1,     2,     9,     1,     0,     7,     4,     1,     5,     2,     3,     4,     0,     4,     6,     8,     8,     7,     1
738,     1,     3,     1,     7,     1,     0,     4,     5,     1,     6,     1,     2,     3,     3,     7,     6,     4,     6,     4,     3
739,     3,     5,    10,     4,     0,     2,     5,     5,     7,     3,     4,     2,     0,     2,     2,     0,     2,     7,     8,     9
740,     4,     3,     5,     9,     1,     1,     8,     5,     2,     7,     2,     3,     2,     3,     3,     5,     9,     4,     5,     3
741,     3,     5,     9,     1,     0,     1,     1,     3,     5,     8,     0,     5,     9,     5,     4,     3,     5,     3,     1,     0
742,     8,     5,     2,     7,     7,     0,     6,     2,     3,     6,     7,     2,     2,     8,     3,     2,     0,     6,     3,     4
743,     2,     6,     9,     3,     2,     1,     2,     5,     7,     4,     4,     4,     6,     2,     1,     4,     8,     5,     0,     0
744,     2,     7,    10,     0,     2,     1,     1,     5,     5,     6,     3,     7,     9,     3,     2,     1,    10,     2,     0,     0
745,     5,     8,     1,     5,     9,     0,     3,     2,     3,     7,     9,     2,     3,    10,     4,     2,     2,     7,     3,     2
746,     3,     5,     8,     8,     0,     1,     5,     6,     7,     8,     4,     1,     0,     0,     1,     0,     3,     6,    10,     8
747,     3,     2,     2,    10,     1,     0,     9,     1,     1,     4,     2,     3,     4,     1,     3,     7,     6,     8,     6,     2
748,     3,     1,     2,     9,     3,     0,     8,     4,     0,     6,     2,     1,     2,     3,     5,     2,     7,     6,     4,     4
749,     6,     6,     9,     5,     0,     0,     4,     4,     8,     7,     1,     2,     0,     1,     3,     1,     1,     4,     8,    10
750,     7,     6,     8,     8,     0,     1,     3,     3,     9,     6,     3,     2,     4,     0,     2,     3,     3,     8,     7,     8
751,     3,     2,     0,     8,     3,     0,     8,     5,     1,     7,     1,     0,     2,     2,     7,     8,     6,     6,     6,     1
752,     8,     6,     1,     8,     4,     0,     2,     1,     5,     4,     6,     1,     2,     8,     1,     2,     1,     7,     3,     1
753,     4,    10,     8,     5,     1,     1,     3,     6,    10,     3,     5,     2,     0,     3,     1,     1,     3,     2,     7,    10
754,     3,     8,     9,     1,     1,     1,     0,     4,     4,     7,     1,     3,     9,     5,     4,     1,     7,     4,     2,     0
755,     4,     5,     8,     3,     0,     2,     7,     6,     7,     7,     1,     0,     1,     1,     2,     4,     0,     5,     5,     9
756,     4,     3,     2,     8,     3,     0,     7,     4,     3,     3,     1,     3,     2,     0,     6,     8,     8,     7,     6,     2
757,     2,     1,     3,     9,     3,     2,     9,     6,     1,     5,     1,     1,     5,     3,     6,     5,     8,     3,     6,     5
758,     3,     6,     9,     0,     1,     0,     1,     5,     6,     7,     1,     3,     8,     2,     3,     3,     7,     5,     0,     0
759,     5,     7,     8,     4,     0,     0,     4,     5,     9,     2,     4,     1,     1,     1,     4,     1,     0,     2,     7,     9
760,     1,     1,     2,     9,     4,     0,     8,     6,     0,     6,     3,     1,     3,     4,     7,     4,     9,     4,     2,     0
761,     4,     3,     3,     7,     3,     1,     8,     7,     1,     4,     3,     1,     7,     4,     7,     4,     7,     5,     6,     1
762,     0,     3,     2,     6,     2,     1,     9,     7,     3,     8,     1,     2,     6,     0,     5,     8,     9,     5,     7,     3
763,     2,     5,    10,     2,     0,     2,     2,     7,     6,     5,     1,     4,     9,     1,     2,     1,     8,     6,     1,     0
764,     3,     1,     4,     9,     1,     0,     8,     3,     3,     5,     3,     2,     5,     3,     3,     5,     7,     6,     5,     4
765,     3,     4,     5,     8,     2,     0,     7,     7,     1,     5,     0,     2,     5,     1,    10,     6,     6,     7,     4,     1
766,     7,     7,     0,     5,     8,     0,     1,     1,     7,     5,     8,     0,     2,     5,     4,     4,     5,     5,     6,     4
767,     0,     2,     3,     8,     1,     1,     6,     3,     0,     5,     2,     1,     3,     3,     6,     6,     7,     4,     6,     3
768,     1,     2,     1,     6,     2,     0,     9,     4,     1,     3,     1,     2,     5,     3,     7,     5,     8,     4,     5,     4
769,     3,     8,    10,     1,     1,     1,     1,     4,     6,     5,     0,     4,     9,     2,     1,     2,     6,     2,     1,     0
770,     4,     7,     2,     6,     8,     2,     4,     1,     5,     4,     4,     1,     3,     7,     2,     3,     2,     4,     4,     2
771,     7,     7,    10,     3,     0,     1,     7,     2,     8,     3,     3,     2,     0,     1,     1,     2,     4,     7,     8,     9
772,     0,     7,     8,     0,     0,     0,     2,     8,     5,     4,     1,     5,     7,     5,     2,     5,    10,     6,     0,     0
773,     3,     2,     1,     8,     2,     0,     7,     5,     3,     6,     2,     2,     3,     4,     5,     3,     6,     6,     6,     2
774,    10,     9,     2,     7,     6,     1,     1,     1,     6,     7,     7,     3,     3,     8,     3,     1,     0,     7,     6,     5
775,     7,     6,     8,     6,     1,     0,     6,     3,     6,     3,     3,     0,     0,     0,     0,     1,     1,     4,     7,     8
776,     3,     2,     1,     9,     3,     0,     8,     6,     0,     4,     2,     2,     2,     0,     4,     4,     3,     5,     5,     2
777,     2,     7,     8,     3,     1,     1,     0,     2,     8,     1,     1,     3,     8,     7,     2,     4,     8,     9,     1,     0
778,     1,     1,     2,     8,     2,     1,     7,     6,     3,     2,     1,     3,     4,     5,     9,     6,     7,     7,     7,     2
779,     1,     7,     8,     2,     0,     0,     0,     5,     5,     3,     4,     9,    10,     3,     1,     3,     8,     2,     0,     0
780,     5,     7,     2,     7,     7,     1,     3,     1,     6,     6,     6,     4,     1,    10,     3,     3,     3,     3,     4,     4
781,     4,     6,     7,     8,     0,     2,     4,     4,     8,     6,     3,     0,     1,     0,     4,     2,     4,     6,     9,     7
782,     4,     7,     7,     6,     0,     1,     4,     6,     8,     3,     5,     2,     1,     3,     3,     3,     1,     6,     8,     9
783,     2,     6,     8,     1,     1,     2,     1,     4,     4,     6,     2,     4,     8,     2,     5,     1,     6,     5,     2,     0
784,     3,     7,     9,     7,     0,     0,     2,     4,     8,     2,     2,     0,     1,     1,     1,     4,     1,     3,     9,     9
785,     5,     1,     4,     9,     3,     0,     9,     6,     1,     8,     3,     1,     7,     2,     5,     1,     9,     5,     6,     0
786,     4,     0,     3,     8,     7,     0,     4,     7,     1,     3,     1,     2,     1,     2,     6,     2,     8,     1,     5,     3
787,     2,     2,     2,     8,     3,     0,     8,     6,     3,     3,     0,     3,     5,     2,     4,     2,     7,     3,     4,     2
788,     2,     1,     5,    10,     2,     0,     9,     6,     0,     4,     1,     3,     2,     3,     4,     7,     4,     8,     6,     3
789,     3,     3,    10,     3,     0,     1,     3,     4,     7,     3,     2,     0,     2,     1,     3,     2,     1,     5,     7,    10
790,     4,     1,     3,     8,     2,     1,     7,     4,     0,     7,     0,     3,     5,     1,     9,     6,     7,     4,     5,     1
791,     1,     5,     9,     0,     0,     2,     3,     5,     8,     6,     2,     7,    10,     3,     2,     1,     6,     5,     1,     0
792,     1,     3,     1,     9,     4,     0,     7,     4,     0,     4,     2,     4,     5,     4,     8,     5,     6,     7,     5,     3
793,     1,     6,     9,     1,     3,     1,     0,     7,     5,     8,     2,     5,    10,     4,     3,     3,     6,     5,     0,     0
794,     2,     5,     4,     9,     4,     0,     8,     6,     0,     2,     3,     0,     4,     3,     8,     3,     5,     5,     3,     2
795,     3,     1,     2,     8,     4,     3,     8,     6,     2,     6,     2,     3,     4,     3,     6,     4,     6,     7,     6,     1
796,     1,     6,     2,     9,     3,     2,     9,     4,     2,     5,     3,     1,     4,     3,     5,     2,     8,     4,     5,     3
797,     3,     5,     8,     0,     1,     0,     2,     5,     5,     8,     1,     7,    10,     3,     1,     2,     8,     2,     1,     0
798,     2,     6,    10,     1,     1,     0,     0,     5,     5,     8,     1,     5,    10,     5,     3,     4,     6,     7,     0,     0
799,     6,     6,     8,     7,     0,     1,     4,     5,     8,     7,     4,     3,     0,     0,     1,     3,     2,     3,     9,     8
800,     3,     5,     7,     0,     0,     3,     0,     3,     2,     5,     2,     4,     8,     3,     1,     2,     4,     6,     1,     0
801,     1,     2,     2,     9,     0,     1,     9,     6,     0,     5,     0,     2,     3,     4,     4,     7,     4,     5,     3,     1
802,     1,     1,     2,     7,     3,     0,     8,     7,     1,     6,     0,     2,     4,     1,     6,     7,     7,     4,     6,     2
803,     5,     2,     9,     6,     0,     2,     4,     6,     8,     2,     2,     0,     0,     1,     1,     4,     1,     5,    10,    10
804,     6,     3,     2,     6,     7,     2,     5,     2,     4,     7,     9,     1,     4,     8,     2,     1,     1,     7,     4,     3
805,     3,     5,    10,     0,     0,     0,     4,     6,     1,     3,     1,     7,     9,     7,     2,     3,     7,     5,     0,     0
806,     3,     3,     3,     6,     2,     0,     8,     3,     1,     6,     1,     2,     4,     3,     4,     3,     8,     5,     6,     0
807,     2,     6,     8,     2,     0,     2,     1,     1,     6,     7,     1,     6,    10,     5,     4,     3,     7,     5,     1,     0
808,     6,     6,     9,     8,     0,     0,     7,     4,     7,     5,     1,     0,     1,     0,     5,     3,     3,     5,     9,     9
809,     1,     1,     3,     8,     2,     1,     9,     3,     0,     4,     1,     0,     5,     1,     6,     2,     7,     6,     6,     2
810,     4,     2,     3,     6,     3,     1,     8,     6,     1,     1,     0,     1,     4,     1,     6,     4,     8,     7,     4,     1
811,     6,     7,    10,     7,     0,     0,     1,     4,     8,     6,     3,     2,     0,     1,     1,     2,     0,     2,     7,     8
812,     2,     6,     9,     1,     1,     1,     2,     6,     5,     3,     1,     7,    10,     4,     3,     3,     2,     4,     1,     0
813,     4,     6,     8,     5,     0,     3,     2,     8,    10,     3,     1,     0,     2,     1,     2,     3,     2,     6,     9,    10
814,     1,     7,     7,     1,     1,     3,     1,     5,     4,     7,     2,     3,     9,     3,     5,     3,     8,     4,     1,     0
815,     8,     6,     3,     7,     7,     2,     2,     2,     5,     6,     7,     3,     2,     5,     2,     2,     1,     7,     7,     3
816,     4,     8,     8,     7,     0,     1,     5,     3,     7,     4,     3,     2,     2,     1,     1,     2,     2,     7,     9,    10
817,     3,     6,    10,     5,     0,     1,     7,     6,    10,     5,     4,     2,     2,     1,     1,     1,     3,     4,    10,    10
818,     6,     5,     8,     6,     0,     1,     6,     4,     9,     4,     3,     0,     1,     0,     2,     3,     2,     4,     7,     9
819,     2,     4,     1,     8,     2,     1,     8,     5,     0,     4,     1,     6,     2,     4,     8,     5,     6,     8,     4,     4
820,     6,     7,     2,     6,     7,     1,     4,     2,     5,     5,     4,     4,     4,     8,     6,     2,     1,     2,     4,     4
821,     8,     7,     0,     7,     7,     2,     2,     1,     3,     3,     5,     2,     3,     7,     5,     5,     1,     6,     4,     1
822,     7,     8,     1,     6,     5,     1,     4,     2,     4,     4,     7,     2,     3,     7,     3,     3,     1,     2,     3,     0
823,     5,     5,     7,     7,     0,     1,     4,     7,     9,     4,     2,     0,     3,     1,     1,     3,     1,     3,    10,    10
824,     1,     5,    10,     2,     0,     0,     2,     3,     7,     6,     6,     6,    10,     8,     4,     1,     7,     4,     1,     0
825,     5,     6,     9,     6,     0,     3,     5,     5,     6,     7,     3,     0,     0,     1,     2,     2,     2,     2,     8,     8
826,     4,     7,     3,     7,     6,     1,     6,     2,     5,     8,     6,     4,     3,     6,     2,     3,     0,     6,     8,     4
827,     4,     6,     9,     8,     0,     1,     7,     5,     9,     8,     3,     2,     2,     0,     3,     5,     2,     4,     9,     8
828,     0,     3,     2,     9,     3,     1,     5,     6,     2,     3,     0,     0,     3,     6,     8,     5,     8,     5,     7,     4
829,     2,     2,     1,     9,     3,     1,     9,     4,     0,     4,     2,     4,     5,     3,     8,     4,     8,     5,     6,     1
830,     7,     8,     1,     4,     7,     0,     2,     1,     7,     4,     4,     0,     3,     4,     3,     3,     1,     8,     6,     2
831,     1,     3,     1,     8,     2,     3,     6,     7,     1,     4,     2,     6,     1,     3,     6,     5,     7,     5,     3,     1
832,     1,     1,     2,    10,     1,     0,     8,     4,     0,     4,     2,     3,     4,     1,     4,     2,     5,     5,     4,     2
833,     2,     5,     1,     8,     3,     1,     6,     8,     1,     4,     2,     4,     4,     4,     4,     5,     9,     9,     4,     1
834,     2,     2,     4,     7,     2,     1,     8,     5,     1,     4,     2,     3,     3,     3,     8,     3,     6,     4,     7,     1
835,     9,     5,     2,     5,     4,     1,     3,     1,     6,     4,     6,     1,     2,     4,     0,     4,     2,     5,     5,     0
836,     5,     7,     8,     6,     1,     1,     4,     5,    10,     2,     5,     2,     1,     0,     4,     2,     2,     8,    10,     9
837,     6,     6,     8,     3,     0,     0,     8,     2,     8,     3,     5,     2,     3,     1,     1,     2,     1,     6,    10,     9
838,     1,     2,     5,     9,     5,     1,     9,     3,     0,     3,     3,     5,     2,     3,     4,     3,     8,     5,     8,     0
839,     3,     2,     0,     9,     1,     0,    10,     4,     0,     4,     1,     3,     5,     2,     7,     6,     5,     6,     6,     3
840,     5,     6,    10,     6,     0,     1,     3,     7,     9,     6,     5,     2,     2,     0,     0,     1,     2,     8,     8,     8
841,     3,     0,     1,    10,     2,     3,     7,     4,     1,     6,     1,     3,     4,     3,     7,     5,     8,     6,     6,     2
842,     2,     2,     2,     8,     2,     0,     6,     6,     3,     5,     3,     3,     4,     2,     7,     5,     7,     5,     7,     2
843,     6,     4,     7,     6,     0,     2,     4,     4,     8,     8,     1,     0,     1,     1,     1,     4,     0,     4,     7,     9
844,     5,     5,     7,     7,     1,     0,     3,     3,     7,     5,     1,     0,     2,     0,     2,     3,     1,     4,     9,    10
845,     7,     6,     7,     5,     0,     2,     5,     4,     8,     2,     2,     1,     0,     0,     2,     3,     3,     7,     8,    10
846,     4,     6,     7,     5,     0,     0,     3,     4,     9,     4,     2,     0,     2,     1,     1,     3,     2,     5,     9,     8
847,     4,     8,     9,     1,     0,     1,     1,     5,     7,     7,     1,     5,     9,     4,     2,     3,     7,     6,     0,     0
848,     3,     0,     4,     8,     1,     0,     7,     6,     0,     5,     0,     3,     3,     2,     7,     5,     6,     4,     3,     0
849,     4,     6,     8,     6,     0,     1,     5,     8,     8,     6,     4,     0,     0,     0,     1,     4,     2,     3,    10,     9
850,     3,     5,     9,     0,     2,     1,     0,     7,     4,     7,     1,     8,     7,     5,     2,     4,     6,     3,     2,     0
851,     3,     6,     6,     0,     1,     0,     2,     7,     3,     6,     1,     6,    10,     4,     1,     3,     3,     7,     0,     0
852,     1,     3,     3,     7,     2,     0,     9,     2,     1,     3,     0,     2,     5,     2,     2,     6,     5,     7,     6,     4
853,     2,     5,     8,     5,     0,     0,     6,     4,     7,     5,     0,     0,     0,     0,     0,     1,     1,     2,     9,     8
854,     3,     3,     9,     1,     0,     0,     1,     4,     4,     7,     1,     4,     9,     7,     3,     2,     6,     8,     1,     0
855,     7,     5,     9,     8,     0,     2,     4,     7,     5,     7,     4,     1,     1,     2,     2,     1,     4,     6,     4,     9
856,     5,     4,     8,     4,     0,     0,     3,     3,     7,     4,     3,     2,     2,     0,     3,     1,     1,     3,     9,     9
857,     2,     6,     8,     6,     0,     1,     5,     6,     7,     1,     5,     0,     1,     2,     2,     1,     2,     8,    10,     9
858,     5,     5,     9,     6,     0,     0,     3,     3,     8,     7,     2,     1,     2,     0,     1,     2,     1,     4,    10,    10
859,     8,     5,     1,     7,     6,     1,     3,     0,     7,     5,     7,     4,     0,     7,     2,     2,     0,     3,     4,     3
860,     5,     3,     8,     8,     0,     1,     2,     4,     8,     4,     4,     1,     2,     0,     2,     1,     3,     8,    10,     9
861,     3,     4,     1,     7,     3,     2,     8,     3,     1,     3,     1,     2,     4,     2,     6,     2,     5,     5,     4,     0
862,     3,     3,     8,     1,     2,     1,     2,     6,     2,     3,     4,     6,     9,     2,     2,     3,     5,     5,     0,     0
863,     1,     6,     6,     2,     1,     1,     1,     7,     7,     5,     2,     6,     9,     5,     2,     3,     6,     8,     1,     0
864,     2,     1,     2,     6,     3,     2,     9,     7,     0,     6,     1,     0,     4,     2,     9,     6,     3,     7,     8,     2
865,     6,     6,     6,     7,     1,     1,     4,     4,     6,     7,     3,     3,     1,     2,     2,     1,     2,     2,    10,    10
866,     2,     1,     2,    10,     2,     1,     9,     6,     1,     8,     1,     0,     2,     6,     6,     6,     4,     5,     6,     3
867,     9,     7,     1,     5,     5,     0,     4,     3,     5,     6,     5,     0,     4,     7,     1,     2,     3,     4,     7,     3
868,     3,     1,     0,     4,     4,     1,    10,     3,     1,     4,     4,     4,     6,     2,     9,     5,     5,     2,     4,     3
869,     2,     7,     8,     0,     1,     1,     0,     5,     7,     5,     0,     6,    10,     7,     2,     3,     7,     5,     1,     0
870,     5,     6,     8,     1,     2,     1,     1,     4,     3,     8,     2,     4,     9,     3,     4,     1,     7,     2,     1,     0
871,     3,     5,    10,     3,     1,     1,     0,     8,     4,     5,     1,     4,    10,     3,     3,     1,     5,     5,     1,     0
872,     2,     2,     2,     8,     2,     0,     7,     6,     1,     8,     2,     2,     5,     2,     7,     4,     7,     6,     5,     2
873,     2,     1,     3,     9,     2,     0,     9,     5,     1,     3,     2,     1,     2,     3,     8,     7,     8,     4,     4,     0
874,     0,     0,     2,     7,     3,     0,     9,     3,     0,     5,     1,     2,     4,     1,     6,     5,     7,     4,     4,     1
875,     8,     3,     3,     8,     5,     1,     2,     1,     7,     6,     8,     2,     2,     4,     2,     1,     4,     2,     5,     2
876,     2,     1,     2,     8,     1,     0,     7,     2,     1,     5,     2,     1,     2,     5,     6,     6,     5,     4,     2,     2
877,     4,     1,     0,     8,     4,     0,     9,     3,     1,     6,     0,     4,     4,     4,     5,     5,     4,     3,     3,     0
878,     4,     3,     2,     8,     3,     0,     7,     6,     1,     6,     1,     1,     4,     2,     8,     6,     8,     6,     9,     1
879,     3,     4,     8,     5,     0,     1,     4,     4,     5,     3,     1,     3,     1,     0,     1,     4,     0,     6,    10,    10
880,     2,     2,     1,     9,     3,     3,     9,     8,     3,     4,     2,     2,     4,     4,     5,     6,     7,     5,     2,     2
881,    10,     6,     0,     6,     8,     2,     1,     2,     6,     4,     6,     2,     2,     6,     4,     4,     2,     4,     5,     3
882,     4,     6,     8,     6,     1,     1,     4,     8,     7,     3,     3,     1,     2,     3,     1,     4,     2,     7,     9,     8
883,     3,     6,     7,     2,     1,     2,     1,     4,     4,     5,     2,     6,     8,     4,     3,     5,     8,     5,     1,     0
884,     2,     2,     4,     9,     5,     0,     8,     3,     1,     5,     3,     3,     4,     3,     4,     7,     7,     2,     5,     2
885,     4,     8,     8,     6,     0,     1,     3,     6,     9,     4,     3,     1,     0,     0,     0,     1,     2,     4,    10,     9
886,     7,     5,     2,     5,     6,     0,     3,     2,     4,     2,     3,     1,     2,     5,     1,     5,     3,     8,     6,     5
887,     7,     6,     2,     6,     6,     2,     4,     0,     5,     7,     7,     1,     3,     5,     0,     3,     1,     3,     5,     3
888,     0,     2,     1,     8,     1,     1,     6,     4,     1,     3,     1,     2,     2,     1,     6,     4,     6,     6,     5,     1
889,     5,     7,     0,     8,     7,     2,     2,     1,     6,     6,     8,     1,     4,     4,     2,     5,     2,     2,     6,     1
890,     3,     5,     8,     6,     1,     0,     6,     6,     9,     5,     5,     1,     0,     0,     1,     2,     1,     5,     7,     6
891,     2,     3,     5,     5,     4,     0,     7,     4,     0,     5,     2,     2,     2,     0,     5,     4,     9,     6,     7,     2
892,     2,     4,    10,     0,     0,     3,     1,     2,     5,     2,     2,     3,     9,     5,     2,     3,     8,     2,     0,     0
893,     4,     0,     2,     9,     2,     3,     9,     4,     2,     3,     0,     1,     3,     2,     6,     5,     6,     4,     7,     4
894,     3,     6,     7,     7,     0,     0,     1,     4,     8,     3,     2,     1,     0,     0,     4,     2,     2,     5,     9,     9
